ctfr/ligand_inputs/paper_ligands,ctfr/output_data/paper_ligands
ctfr/ligand_inputs/condensed_params_and_db_0/557,ctfr/output_data/condensed_params_and_db_0/557
ctfr/ligand_inputs/condensed_params_and_db_0/558,ctfr/output_data/condensed_params_and_db_0/558
ctfr/ligand_inputs/condensed_params_and_db_0/559,ctfr/output_data/condensed_params_and_db_0/559
ctfr/ligand_inputs/condensed_params_and_db_0/560,ctfr/output_data/condensed_params_and_db_0/560
ctfr/ligand_inputs/condensed_params_and_db_0/561,ctfr/output_data/condensed_params_and_db_0/561
ctfr/ligand_inputs/condensed_params_and_db_0/562,ctfr/output_data/condensed_params_and_db_0/562
ctfr/ligand_inputs/condensed_params_and_db_0/563,ctfr/output_data/condensed_params_and_db_0/563
ctfr/ligand_inputs/condensed_params_and_db_0/564,ctfr/output_data/condensed_params_and_db_0/564
ctfr/ligand_inputs/condensed_params_and_db_0/565,ctfr/output_data/condensed_params_and_db_0/565
ctfr/ligand_inputs/condensed_params_and_db_0/566,ctfr/output_data/condensed_params_and_db_0/566
ctfr/ligand_inputs/condensed_params_and_db_0/567,ctfr/output_data/condensed_params_and_db_0/567
ctfr/ligand_inputs/condensed_params_and_db_0/568,ctfr/output_data/condensed_params_and_db_0/568
ctfr/ligand_inputs/condensed_params_and_db_0/569,ctfr/output_data/condensed_params_and_db_0/569
ctfr/ligand_inputs/condensed_params_and_db_0/570,ctfr/output_data/condensed_params_and_db_0/570
ctfr/ligand_inputs/condensed_params_and_db_0/571,ctfr/output_data/condensed_params_and_db_0/571
ctfr/ligand_inputs/condensed_params_and_db_0/572,ctfr/output_data/condensed_params_and_db_0/572
ctfr/ligand_inputs/condensed_params_and_db_0/573,ctfr/output_data/condensed_params_and_db_0/573
ctfr/ligand_inputs/condensed_params_and_db_0/574,ctfr/output_data/condensed_params_and_db_0/574
ctfr/ligand_inputs/condensed_params_and_db_0/575,ctfr/output_data/condensed_params_and_db_0/575
ctfr/ligand_inputs/condensed_params_and_db_0/576,ctfr/output_data/condensed_params_and_db_0/576
ctfr/ligand_inputs/condensed_params_and_db_0/577,ctfr/output_data/condensed_params_and_db_0/577
ctfr/ligand_inputs/condensed_params_and_db_0/578,ctfr/output_data/condensed_params_and_db_0/578
ctfr/ligand_inputs/condensed_params_and_db_0/579,ctfr/output_data/condensed_params_and_db_0/579
ctfr/ligand_inputs/condensed_params_and_db_0/580,ctfr/output_data/condensed_params_and_db_0/580
ctfr/ligand_inputs/condensed_params_and_db_0/581,ctfr/output_data/condensed_params_and_db_0/581
ctfr/ligand_inputs/condensed_params_and_db_0/582,ctfr/output_data/condensed_params_and_db_0/582
ctfr/ligand_inputs/condensed_params_and_db_0/583,ctfr/output_data/condensed_params_and_db_0/583
ctfr/ligand_inputs/condensed_params_and_db_0/584,ctfr/output_data/condensed_params_and_db_0/584
ctfr/ligand_inputs/condensed_params_and_db_0/585,ctfr/output_data/condensed_params_and_db_0/585
ctfr/ligand_inputs/condensed_params_and_db_0/586,ctfr/output_data/condensed_params_and_db_0/586
ctfr/ligand_inputs/condensed_params_and_db_0/587,ctfr/output_data/condensed_params_and_db_0/587
ctfr/ligand_inputs/condensed_params_and_db_0/588,ctfr/output_data/condensed_params_and_db_0/588
ctfr/ligand_inputs/condensed_params_and_db_0/589,ctfr/output_data/condensed_params_and_db_0/589
ctfr/ligand_inputs/condensed_params_and_db_0/590,ctfr/output_data/condensed_params_and_db_0/590
ctfr/ligand_inputs/condensed_params_and_db_0/591,ctfr/output_data/condensed_params_and_db_0/591
ctfr/ligand_inputs/condensed_params_and_db_0/592,ctfr/output_data/condensed_params_and_db_0/592
ctfr/ligand_inputs/condensed_params_and_db_0/593,ctfr/output_data/condensed_params_and_db_0/593
ctfr/ligand_inputs/condensed_params_and_db_0/594,ctfr/output_data/condensed_params_and_db_0/594
ctfr/ligand_inputs/condensed_params_and_db_0/595,ctfr/output_data/condensed_params_and_db_0/595
ctfr/ligand_inputs/condensed_params_and_db_0/596,ctfr/output_data/condensed_params_and_db_0/596
ctfr/ligand_inputs/condensed_params_and_db_0/597,ctfr/output_data/condensed_params_and_db_0/597
ctfr/ligand_inputs/condensed_params_and_db_0/598,ctfr/output_data/condensed_params_and_db_0/598
ctfr/ligand_inputs/condensed_params_and_db_0/599,ctfr/output_data/condensed_params_and_db_0/599
ctfr/ligand_inputs/condensed_params_and_db_0/600,ctfr/output_data/condensed_params_and_db_0/600
ctfr/ligand_inputs/condensed_params_and_db_0/601,ctfr/output_data/condensed_params_and_db_0/601
ctfr/ligand_inputs/condensed_params_and_db_0/602,ctfr/output_data/condensed_params_and_db_0/602
ctfr/ligand_inputs/condensed_params_and_db_0/603,ctfr/output_data/condensed_params_and_db_0/603
ctfr/ligand_inputs/condensed_params_and_db_0/604,ctfr/output_data/condensed_params_and_db_0/604
ctfr/ligand_inputs/condensed_params_and_db_0/605,ctfr/output_data/condensed_params_and_db_0/605
ctfr/ligand_inputs/condensed_params_and_db_0/606,ctfr/output_data/condensed_params_and_db_0/606
ctfr/ligand_inputs/condensed_params_and_db_0/607,ctfr/output_data/condensed_params_and_db_0/607
ctfr/ligand_inputs/condensed_params_and_db_0/608,ctfr/output_data/condensed_params_and_db_0/608
ctfr/ligand_inputs/condensed_params_and_db_0/609,ctfr/output_data/condensed_params_and_db_0/609
ctfr/ligand_inputs/condensed_params_and_db_0/610,ctfr/output_data/condensed_params_and_db_0/610
ctfr/ligand_inputs/condensed_params_and_db_0/611,ctfr/output_data/condensed_params_and_db_0/611
ctfr/ligand_inputs/condensed_params_and_db_0/612,ctfr/output_data/condensed_params_and_db_0/612
ctfr/ligand_inputs/condensed_params_and_db_0/613,ctfr/output_data/condensed_params_and_db_0/613
ctfr/ligand_inputs/condensed_params_and_db_0/614,ctfr/output_data/condensed_params_and_db_0/614
ctfr/ligand_inputs/condensed_params_and_db_0/615,ctfr/output_data/condensed_params_and_db_0/615
ctfr/ligand_inputs/condensed_params_and_db_0/616,ctfr/output_data/condensed_params_and_db_0/616
ctfr/ligand_inputs/condensed_params_and_db_0/617,ctfr/output_data/condensed_params_and_db_0/617
ctfr/ligand_inputs/condensed_params_and_db_0/618,ctfr/output_data/condensed_params_and_db_0/618
ctfr/ligand_inputs/condensed_params_and_db_0/619,ctfr/output_data/condensed_params_and_db_0/619
ctfr/ligand_inputs/condensed_params_and_db_0/620,ctfr/output_data/condensed_params_and_db_0/620
ctfr/ligand_inputs/condensed_params_and_db_0/621,ctfr/output_data/condensed_params_and_db_0/621
ctfr/ligand_inputs/condensed_params_and_db_0/622,ctfr/output_data/condensed_params_and_db_0/622
ctfr/ligand_inputs/condensed_params_and_db_0/623,ctfr/output_data/condensed_params_and_db_0/623
ctfr/ligand_inputs/condensed_params_and_db_0/624,ctfr/output_data/condensed_params_and_db_0/624
ctfr/ligand_inputs/condensed_params_and_db_0/625,ctfr/output_data/condensed_params_and_db_0/625
ctfr/ligand_inputs/condensed_params_and_db_0/626,ctfr/output_data/condensed_params_and_db_0/626
ctfr/ligand_inputs/condensed_params_and_db_0/627,ctfr/output_data/condensed_params_and_db_0/627
ctfr/ligand_inputs/condensed_params_and_db_0/628,ctfr/output_data/condensed_params_and_db_0/628
ctfr/ligand_inputs/condensed_params_and_db_0/629,ctfr/output_data/condensed_params_and_db_0/629
ctfr/ligand_inputs/condensed_params_and_db_0/630,ctfr/output_data/condensed_params_and_db_0/630
ctfr/ligand_inputs/condensed_params_and_db_0/631,ctfr/output_data/condensed_params_and_db_0/631
ctfr/ligand_inputs/condensed_params_and_db_0/632,ctfr/output_data/condensed_params_and_db_0/632
ctfr/ligand_inputs/condensed_params_and_db_0/633,ctfr/output_data/condensed_params_and_db_0/633
ctfr/ligand_inputs/condensed_params_and_db_0/634,ctfr/output_data/condensed_params_and_db_0/634
ctfr/ligand_inputs/condensed_params_and_db_0/635,ctfr/output_data/condensed_params_and_db_0/635
ctfr/ligand_inputs/condensed_params_and_db_0/636,ctfr/output_data/condensed_params_and_db_0/636
ctfr/ligand_inputs/condensed_params_and_db_0/637,ctfr/output_data/condensed_params_and_db_0/637
ctfr/ligand_inputs/condensed_params_and_db_0/638,ctfr/output_data/condensed_params_and_db_0/638
ctfr/ligand_inputs/condensed_params_and_db_0/639,ctfr/output_data/condensed_params_and_db_0/639
ctfr/ligand_inputs/condensed_params_and_db_0/640,ctfr/output_data/condensed_params_and_db_0/640
ctfr/ligand_inputs/condensed_params_and_db_0/641,ctfr/output_data/condensed_params_and_db_0/641
ctfr/ligand_inputs/condensed_params_and_db_0/642,ctfr/output_data/condensed_params_and_db_0/642
ctfr/ligand_inputs/condensed_params_and_db_0/643,ctfr/output_data/condensed_params_and_db_0/643
ctfr/ligand_inputs/condensed_params_and_db_0/644,ctfr/output_data/condensed_params_and_db_0/644
ctfr/ligand_inputs/condensed_params_and_db_0/645,ctfr/output_data/condensed_params_and_db_0/645
ctfr/ligand_inputs/condensed_params_and_db_0/646,ctfr/output_data/condensed_params_and_db_0/646
ctfr/ligand_inputs/condensed_params_and_db_0/647,ctfr/output_data/condensed_params_and_db_0/647
ctfr/ligand_inputs/condensed_params_and_db_0/648,ctfr/output_data/condensed_params_and_db_0/648
ctfr/ligand_inputs/condensed_params_and_db_1/0,ctfr/output_data/condensed_params_and_db_1/0
ctfr/ligand_inputs/condensed_params_and_db_1/1,ctfr/output_data/condensed_params_and_db_1/1
ctfr/ligand_inputs/condensed_params_and_db_1/2,ctfr/output_data/condensed_params_and_db_1/2
ctfr/ligand_inputs/condensed_params_and_db_1/3,ctfr/output_data/condensed_params_and_db_1/3
ctfr/ligand_inputs/condensed_params_and_db_1/4,ctfr/output_data/condensed_params_and_db_1/4
ctfr/ligand_inputs/condensed_params_and_db_1/5,ctfr/output_data/condensed_params_and_db_1/5
ctfr/ligand_inputs/condensed_params_and_db_1/6,ctfr/output_data/condensed_params_and_db_1/6
ctfr/ligand_inputs/condensed_params_and_db_1/7,ctfr/output_data/condensed_params_and_db_1/7
ctfr/ligand_inputs/condensed_params_and_db_1/8,ctfr/output_data/condensed_params_and_db_1/8
ctfr/ligand_inputs/condensed_params_and_db_1/9,ctfr/output_data/condensed_params_and_db_1/9
ctfr/ligand_inputs/condensed_params_and_db_1/10,ctfr/output_data/condensed_params_and_db_1/10
ctfr/ligand_inputs/condensed_params_and_db_1/11,ctfr/output_data/condensed_params_and_db_1/11
ctfr/ligand_inputs/condensed_params_and_db_1/12,ctfr/output_data/condensed_params_and_db_1/12
ctfr/ligand_inputs/condensed_params_and_db_1/13,ctfr/output_data/condensed_params_and_db_1/13
ctfr/ligand_inputs/condensed_params_and_db_1/14,ctfr/output_data/condensed_params_and_db_1/14
ctfr/ligand_inputs/condensed_params_and_db_1/15,ctfr/output_data/condensed_params_and_db_1/15
ctfr/ligand_inputs/condensed_params_and_db_1/16,ctfr/output_data/condensed_params_and_db_1/16
ctfr/ligand_inputs/condensed_params_and_db_1/17,ctfr/output_data/condensed_params_and_db_1/17
ctfr/ligand_inputs/condensed_params_and_db_1/18,ctfr/output_data/condensed_params_and_db_1/18
ctfr/ligand_inputs/condensed_params_and_db_1/19,ctfr/output_data/condensed_params_and_db_1/19
ctfr/ligand_inputs/condensed_params_and_db_1/20,ctfr/output_data/condensed_params_and_db_1/20
ctfr/ligand_inputs/condensed_params_and_db_1/21,ctfr/output_data/condensed_params_and_db_1/21
ctfr/ligand_inputs/condensed_params_and_db_1/22,ctfr/output_data/condensed_params_and_db_1/22
ctfr/ligand_inputs/condensed_params_and_db_1/23,ctfr/output_data/condensed_params_and_db_1/23
ctfr/ligand_inputs/condensed_params_and_db_1/24,ctfr/output_data/condensed_params_and_db_1/24
ctfr/ligand_inputs/condensed_params_and_db_1/25,ctfr/output_data/condensed_params_and_db_1/25
ctfr/ligand_inputs/condensed_params_and_db_1/26,ctfr/output_data/condensed_params_and_db_1/26
ctfr/ligand_inputs/condensed_params_and_db_1/27,ctfr/output_data/condensed_params_and_db_1/27
ctfr/ligand_inputs/condensed_params_and_db_1/28,ctfr/output_data/condensed_params_and_db_1/28
ctfr/ligand_inputs/condensed_params_and_db_1/29,ctfr/output_data/condensed_params_and_db_1/29
ctfr/ligand_inputs/condensed_params_and_db_1/30,ctfr/output_data/condensed_params_and_db_1/30
ctfr/ligand_inputs/condensed_params_and_db_1/31,ctfr/output_data/condensed_params_and_db_1/31
ctfr/ligand_inputs/condensed_params_and_db_1/32,ctfr/output_data/condensed_params_and_db_1/32
ctfr/ligand_inputs/condensed_params_and_db_1/33,ctfr/output_data/condensed_params_and_db_1/33
ctfr/ligand_inputs/condensed_params_and_db_1/34,ctfr/output_data/condensed_params_and_db_1/34
ctfr/ligand_inputs/condensed_params_and_db_1/35,ctfr/output_data/condensed_params_and_db_1/35
ctfr/ligand_inputs/condensed_params_and_db_1/36,ctfr/output_data/condensed_params_and_db_1/36
ctfr/ligand_inputs/condensed_params_and_db_1/37,ctfr/output_data/condensed_params_and_db_1/37
ctfr/ligand_inputs/condensed_params_and_db_1/38,ctfr/output_data/condensed_params_and_db_1/38
ctfr/ligand_inputs/condensed_params_and_db_1/39,ctfr/output_data/condensed_params_and_db_1/39
ctfr/ligand_inputs/condensed_params_and_db_1/40,ctfr/output_data/condensed_params_and_db_1/40
ctfr/ligand_inputs/condensed_params_and_db_1/41,ctfr/output_data/condensed_params_and_db_1/41
ctfr/ligand_inputs/condensed_params_and_db_1/42,ctfr/output_data/condensed_params_and_db_1/42
ctfr/ligand_inputs/condensed_params_and_db_1/43,ctfr/output_data/condensed_params_and_db_1/43
ctfr/ligand_inputs/condensed_params_and_db_1/44,ctfr/output_data/condensed_params_and_db_1/44
ctfr/ligand_inputs/condensed_params_and_db_1/45,ctfr/output_data/condensed_params_and_db_1/45
ctfr/ligand_inputs/condensed_params_and_db_1/46,ctfr/output_data/condensed_params_and_db_1/46
ctfr/ligand_inputs/condensed_params_and_db_1/47,ctfr/output_data/condensed_params_and_db_1/47
ctfr/ligand_inputs/condensed_params_and_db_1/48,ctfr/output_data/condensed_params_and_db_1/48
ctfr/ligand_inputs/condensed_params_and_db_1/49,ctfr/output_data/condensed_params_and_db_1/49
ctfr/ligand_inputs/condensed_params_and_db_1/50,ctfr/output_data/condensed_params_and_db_1/50
ctfr/ligand_inputs/condensed_params_and_db_1/51,ctfr/output_data/condensed_params_and_db_1/51
ctfr/ligand_inputs/condensed_params_and_db_1/52,ctfr/output_data/condensed_params_and_db_1/52
ctfr/ligand_inputs/condensed_params_and_db_1/53,ctfr/output_data/condensed_params_and_db_1/53
ctfr/ligand_inputs/condensed_params_and_db_1/54,ctfr/output_data/condensed_params_and_db_1/54
ctfr/ligand_inputs/condensed_params_and_db_1/55,ctfr/output_data/condensed_params_and_db_1/55
ctfr/ligand_inputs/condensed_params_and_db_1/56,ctfr/output_data/condensed_params_and_db_1/56
ctfr/ligand_inputs/condensed_params_and_db_1/57,ctfr/output_data/condensed_params_and_db_1/57
ctfr/ligand_inputs/condensed_params_and_db_1/58,ctfr/output_data/condensed_params_and_db_1/58
ctfr/ligand_inputs/condensed_params_and_db_1/59,ctfr/output_data/condensed_params_and_db_1/59
ctfr/ligand_inputs/condensed_params_and_db_1/60,ctfr/output_data/condensed_params_and_db_1/60
ctfr/ligand_inputs/condensed_params_and_db_1/61,ctfr/output_data/condensed_params_and_db_1/61
ctfr/ligand_inputs/condensed_params_and_db_1/62,ctfr/output_data/condensed_params_and_db_1/62
ctfr/ligand_inputs/condensed_params_and_db_1/63,ctfr/output_data/condensed_params_and_db_1/63
ctfr/ligand_inputs/condensed_params_and_db_1/64,ctfr/output_data/condensed_params_and_db_1/64
ctfr/ligand_inputs/condensed_params_and_db_1/65,ctfr/output_data/condensed_params_and_db_1/65
ctfr/ligand_inputs/condensed_params_and_db_1/66,ctfr/output_data/condensed_params_and_db_1/66
ctfr/ligand_inputs/condensed_params_and_db_1/67,ctfr/output_data/condensed_params_and_db_1/67
ctfr/ligand_inputs/condensed_params_and_db_1/68,ctfr/output_data/condensed_params_and_db_1/68
ctfr/ligand_inputs/condensed_params_and_db_1/69,ctfr/output_data/condensed_params_and_db_1/69
ctfr/ligand_inputs/condensed_params_and_db_1/70,ctfr/output_data/condensed_params_and_db_1/70
ctfr/ligand_inputs/condensed_params_and_db_1/71,ctfr/output_data/condensed_params_and_db_1/71
ctfr/ligand_inputs/condensed_params_and_db_1/72,ctfr/output_data/condensed_params_and_db_1/72
ctfr/ligand_inputs/condensed_params_and_db_1/73,ctfr/output_data/condensed_params_and_db_1/73
ctfr/ligand_inputs/condensed_params_and_db_1/74,ctfr/output_data/condensed_params_and_db_1/74
ctfr/ligand_inputs/condensed_params_and_db_1/75,ctfr/output_data/condensed_params_and_db_1/75
ctfr/ligand_inputs/condensed_params_and_db_1/76,ctfr/output_data/condensed_params_and_db_1/76
ctfr/ligand_inputs/condensed_params_and_db_1/77,ctfr/output_data/condensed_params_and_db_1/77
ctfr/ligand_inputs/condensed_params_and_db_1/78,ctfr/output_data/condensed_params_and_db_1/78
ctfr/ligand_inputs/condensed_params_and_db_1/79,ctfr/output_data/condensed_params_and_db_1/79
ctfr/ligand_inputs/condensed_params_and_db_1/80,ctfr/output_data/condensed_params_and_db_1/80
ctfr/ligand_inputs/condensed_params_and_db_1/81,ctfr/output_data/condensed_params_and_db_1/81
ctfr/ligand_inputs/condensed_params_and_db_1/82,ctfr/output_data/condensed_params_and_db_1/82
ctfr/ligand_inputs/condensed_params_and_db_1/83,ctfr/output_data/condensed_params_and_db_1/83
ctfr/ligand_inputs/condensed_params_and_db_1/84,ctfr/output_data/condensed_params_and_db_1/84
ctfr/ligand_inputs/condensed_params_and_db_1/85,ctfr/output_data/condensed_params_and_db_1/85
ctfr/ligand_inputs/condensed_params_and_db_1/86,ctfr/output_data/condensed_params_and_db_1/86
ctfr/ligand_inputs/condensed_params_and_db_1/87,ctfr/output_data/condensed_params_and_db_1/87
ctfr/ligand_inputs/condensed_params_and_db_1/88,ctfr/output_data/condensed_params_and_db_1/88
ctfr/ligand_inputs/condensed_params_and_db_1/89,ctfr/output_data/condensed_params_and_db_1/89
ctfr/ligand_inputs/condensed_params_and_db_1/90,ctfr/output_data/condensed_params_and_db_1/90
ctfr/ligand_inputs/condensed_params_and_db_1/91,ctfr/output_data/condensed_params_and_db_1/91
ctfr/ligand_inputs/condensed_params_and_db_1/92,ctfr/output_data/condensed_params_and_db_1/92
ctfr/ligand_inputs/condensed_params_and_db_1/93,ctfr/output_data/condensed_params_and_db_1/93
ctfr/ligand_inputs/condensed_params_and_db_1/94,ctfr/output_data/condensed_params_and_db_1/94
ctfr/ligand_inputs/condensed_params_and_db_1/95,ctfr/output_data/condensed_params_and_db_1/95
ctfr/ligand_inputs/condensed_params_and_db_1/96,ctfr/output_data/condensed_params_and_db_1/96
ctfr/ligand_inputs/condensed_params_and_db_1/97,ctfr/output_data/condensed_params_and_db_1/97
ctfr/ligand_inputs/condensed_params_and_db_1/98,ctfr/output_data/condensed_params_and_db_1/98
ctfr/ligand_inputs/condensed_params_and_db_1/99,ctfr/output_data/condensed_params_and_db_1/99
ctfr/ligand_inputs/condensed_params_and_db_1/100,ctfr/output_data/condensed_params_and_db_1/100
ctfr/ligand_inputs/condensed_params_and_db_1/101,ctfr/output_data/condensed_params_and_db_1/101
ctfr/ligand_inputs/condensed_params_and_db_1/102,ctfr/output_data/condensed_params_and_db_1/102
ctfr/ligand_inputs/condensed_params_and_db_1/103,ctfr/output_data/condensed_params_and_db_1/103
ctfr/ligand_inputs/condensed_params_and_db_1/104,ctfr/output_data/condensed_params_and_db_1/104
ctfr/ligand_inputs/condensed_params_and_db_1/105,ctfr/output_data/condensed_params_and_db_1/105
ctfr/ligand_inputs/condensed_params_and_db_1/106,ctfr/output_data/condensed_params_and_db_1/106
ctfr/ligand_inputs/condensed_params_and_db_1/107,ctfr/output_data/condensed_params_and_db_1/107
ctfr/ligand_inputs/condensed_params_and_db_1/108,ctfr/output_data/condensed_params_and_db_1/108
ctfr/ligand_inputs/condensed_params_and_db_1/109,ctfr/output_data/condensed_params_and_db_1/109
ctfr/ligand_inputs/condensed_params_and_db_1/110,ctfr/output_data/condensed_params_and_db_1/110
ctfr/ligand_inputs/condensed_params_and_db_1/111,ctfr/output_data/condensed_params_and_db_1/111
ctfr/ligand_inputs/condensed_params_and_db_1/112,ctfr/output_data/condensed_params_and_db_1/112
ctfr/ligand_inputs/condensed_params_and_db_1/113,ctfr/output_data/condensed_params_and_db_1/113
ctfr/ligand_inputs/condensed_params_and_db_1/114,ctfr/output_data/condensed_params_and_db_1/114
ctfr/ligand_inputs/condensed_params_and_db_1/115,ctfr/output_data/condensed_params_and_db_1/115
ctfr/ligand_inputs/condensed_params_and_db_1/116,ctfr/output_data/condensed_params_and_db_1/116
ctfr/ligand_inputs/condensed_params_and_db_1/117,ctfr/output_data/condensed_params_and_db_1/117
ctfr/ligand_inputs/condensed_params_and_db_1/118,ctfr/output_data/condensed_params_and_db_1/118
ctfr/ligand_inputs/condensed_params_and_db_1/119,ctfr/output_data/condensed_params_and_db_1/119
ctfr/ligand_inputs/condensed_params_and_db_1/120,ctfr/output_data/condensed_params_and_db_1/120
ctfr/ligand_inputs/condensed_params_and_db_1/121,ctfr/output_data/condensed_params_and_db_1/121
ctfr/ligand_inputs/condensed_params_and_db_1/122,ctfr/output_data/condensed_params_and_db_1/122
ctfr/ligand_inputs/condensed_params_and_db_1/123,ctfr/output_data/condensed_params_and_db_1/123
ctfr/ligand_inputs/condensed_params_and_db_1/124,ctfr/output_data/condensed_params_and_db_1/124
ctfr/ligand_inputs/condensed_params_and_db_1/125,ctfr/output_data/condensed_params_and_db_1/125
ctfr/ligand_inputs/condensed_params_and_db_1/126,ctfr/output_data/condensed_params_and_db_1/126
ctfr/ligand_inputs/condensed_params_and_db_1/127,ctfr/output_data/condensed_params_and_db_1/127
ctfr/ligand_inputs/condensed_params_and_db_1/128,ctfr/output_data/condensed_params_and_db_1/128
ctfr/ligand_inputs/condensed_params_and_db_1/129,ctfr/output_data/condensed_params_and_db_1/129
ctfr/ligand_inputs/condensed_params_and_db_1/130,ctfr/output_data/condensed_params_and_db_1/130
ctfr/ligand_inputs/condensed_params_and_db_1/131,ctfr/output_data/condensed_params_and_db_1/131
ctfr/ligand_inputs/condensed_params_and_db_1/132,ctfr/output_data/condensed_params_and_db_1/132
ctfr/ligand_inputs/condensed_params_and_db_1/133,ctfr/output_data/condensed_params_and_db_1/133
ctfr/ligand_inputs/condensed_params_and_db_1/134,ctfr/output_data/condensed_params_and_db_1/134
ctfr/ligand_inputs/condensed_params_and_db_1/135,ctfr/output_data/condensed_params_and_db_1/135
ctfr/ligand_inputs/condensed_params_and_db_1/136,ctfr/output_data/condensed_params_and_db_1/136
ctfr/ligand_inputs/condensed_params_and_db_1/137,ctfr/output_data/condensed_params_and_db_1/137
ctfr/ligand_inputs/condensed_params_and_db_1/138,ctfr/output_data/condensed_params_and_db_1/138
ctfr/ligand_inputs/condensed_params_and_db_1/139,ctfr/output_data/condensed_params_and_db_1/139
ctfr/ligand_inputs/condensed_params_and_db_1/140,ctfr/output_data/condensed_params_and_db_1/140
ctfr/ligand_inputs/condensed_params_and_db_1/141,ctfr/output_data/condensed_params_and_db_1/141
ctfr/ligand_inputs/condensed_params_and_db_1/142,ctfr/output_data/condensed_params_and_db_1/142
ctfr/ligand_inputs/condensed_params_and_db_1/143,ctfr/output_data/condensed_params_and_db_1/143
ctfr/ligand_inputs/condensed_params_and_db_1/144,ctfr/output_data/condensed_params_and_db_1/144
ctfr/ligand_inputs/condensed_params_and_db_1/145,ctfr/output_data/condensed_params_and_db_1/145
ctfr/ligand_inputs/condensed_params_and_db_1/146,ctfr/output_data/condensed_params_and_db_1/146
ctfr/ligand_inputs/condensed_params_and_db_1/147,ctfr/output_data/condensed_params_and_db_1/147
ctfr/ligand_inputs/condensed_params_and_db_1/148,ctfr/output_data/condensed_params_and_db_1/148
ctfr/ligand_inputs/condensed_params_and_db_1/149,ctfr/output_data/condensed_params_and_db_1/149
ctfr/ligand_inputs/condensed_params_and_db_1/150,ctfr/output_data/condensed_params_and_db_1/150
ctfr/ligand_inputs/condensed_params_and_db_1/151,ctfr/output_data/condensed_params_and_db_1/151
ctfr/ligand_inputs/condensed_params_and_db_1/152,ctfr/output_data/condensed_params_and_db_1/152
ctfr/ligand_inputs/condensed_params_and_db_1/153,ctfr/output_data/condensed_params_and_db_1/153
ctfr/ligand_inputs/condensed_params_and_db_1/154,ctfr/output_data/condensed_params_and_db_1/154
ctfr/ligand_inputs/condensed_params_and_db_1/155,ctfr/output_data/condensed_params_and_db_1/155
ctfr/ligand_inputs/condensed_params_and_db_1/156,ctfr/output_data/condensed_params_and_db_1/156
ctfr/ligand_inputs/condensed_params_and_db_1/157,ctfr/output_data/condensed_params_and_db_1/157
ctfr/ligand_inputs/condensed_params_and_db_1/158,ctfr/output_data/condensed_params_and_db_1/158
ctfr/ligand_inputs/condensed_params_and_db_1/159,ctfr/output_data/condensed_params_and_db_1/159
ctfr/ligand_inputs/condensed_params_and_db_1/160,ctfr/output_data/condensed_params_and_db_1/160
ctfr/ligand_inputs/condensed_params_and_db_1/161,ctfr/output_data/condensed_params_and_db_1/161
ctfr/ligand_inputs/condensed_params_and_db_1/162,ctfr/output_data/condensed_params_and_db_1/162
ctfr/ligand_inputs/condensed_params_and_db_1/163,ctfr/output_data/condensed_params_and_db_1/163
ctfr/ligand_inputs/condensed_params_and_db_1/164,ctfr/output_data/condensed_params_and_db_1/164
ctfr/ligand_inputs/condensed_params_and_db_1/165,ctfr/output_data/condensed_params_and_db_1/165
ctfr/ligand_inputs/condensed_params_and_db_1/166,ctfr/output_data/condensed_params_and_db_1/166
ctfr/ligand_inputs/condensed_params_and_db_1/167,ctfr/output_data/condensed_params_and_db_1/167
ctfr/ligand_inputs/condensed_params_and_db_1/168,ctfr/output_data/condensed_params_and_db_1/168
ctfr/ligand_inputs/condensed_params_and_db_1/169,ctfr/output_data/condensed_params_and_db_1/169
ctfr/ligand_inputs/condensed_params_and_db_1/170,ctfr/output_data/condensed_params_and_db_1/170
ctfr/ligand_inputs/condensed_params_and_db_1/171,ctfr/output_data/condensed_params_and_db_1/171
ctfr/ligand_inputs/condensed_params_and_db_1/172,ctfr/output_data/condensed_params_and_db_1/172
ctfr/ligand_inputs/condensed_params_and_db_1/173,ctfr/output_data/condensed_params_and_db_1/173
ctfr/ligand_inputs/condensed_params_and_db_1/174,ctfr/output_data/condensed_params_and_db_1/174
ctfr/ligand_inputs/condensed_params_and_db_1/175,ctfr/output_data/condensed_params_and_db_1/175
ctfr/ligand_inputs/condensed_params_and_db_1/176,ctfr/output_data/condensed_params_and_db_1/176
ctfr/ligand_inputs/condensed_params_and_db_1/177,ctfr/output_data/condensed_params_and_db_1/177
ctfr/ligand_inputs/condensed_params_and_db_1/178,ctfr/output_data/condensed_params_and_db_1/178
ctfr/ligand_inputs/condensed_params_and_db_1/179,ctfr/output_data/condensed_params_and_db_1/179
ctfr/ligand_inputs/condensed_params_and_db_1/180,ctfr/output_data/condensed_params_and_db_1/180
ctfr/ligand_inputs/condensed_params_and_db_1/181,ctfr/output_data/condensed_params_and_db_1/181
ctfr/ligand_inputs/condensed_params_and_db_1/182,ctfr/output_data/condensed_params_and_db_1/182
ctfr/ligand_inputs/condensed_params_and_db_1/183,ctfr/output_data/condensed_params_and_db_1/183
ctfr/ligand_inputs/condensed_params_and_db_1/184,ctfr/output_data/condensed_params_and_db_1/184
ctfr/ligand_inputs/condensed_params_and_db_1/185,ctfr/output_data/condensed_params_and_db_1/185
ctfr/ligand_inputs/condensed_params_and_db_1/186,ctfr/output_data/condensed_params_and_db_1/186
